"","X","match_id","match_round","league_name","match_time_utc","home_team","away_team","pos_team","def_team","event_type","player_name","shot_type","situation","min","expected_goals","expected_goals_on_target","min_added","x","y","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","season_year","period","is_own_goal","on_goal_shot_x","on_goal_shot_y","on_goal_shot_zoom_ratio","is_saved_off_line"
"1533",1533,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Southampton","Queens Park Rangers","AttemptSaved","Joe Aribo","LeftFoot","FastBreak",72,0.104974247515202,NA,NA,85.4941176464,30.328,TRUE,TRUE,96.605263157,33.695,36.51625,1.219999994,"2023/2024","SecondHalf",FALSE,0.334325396825397,0.322751321164021,1,FALSE
"1534",1534,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Southampton","Queens Park Rangers","AttemptSaved","Kyle Walker-Peters","RightFoot","RegularPlay",72,0.0762977749109268,NA,NA,94.675438595,26.5165625,TRUE,TRUE,96.9912280694,28.118809523,32.9325,1.219999994,"2023/2024","SecondHalf",FALSE,1.28240740740741,0.322751321164021,1,FALSE
"1535",1535,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Southampton","Queens Park Rangers","AttemptSaved","Stuart Armstrong","RightFoot","RegularPlay",73,0.0343019142746925,0.052,NA,89.2,46.8033120985,FALSE,TRUE,103.6724137932,34.38125,33.46625,1.5859999922,"2023/2024","SecondHalf",FALSE,1.14120370370371,0.419576717513228,1,FALSE
"1536",1536,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Queens Park Rangers","Southampton","Miss","Sinclair Armstrong","RightFoot","RegularPlay",77,0.0489656738936901,NA,NA,95.1578947355,41.888125,FALSE,FALSE,97.7631578942,34.83875,27.362380952,0.0898947364,"2023/2024","SecondHalf",FALSE,2,0.0135432202044024,0.569481311395682,FALSE
"1537",1537,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Southampton","Queens Park Rangers","AttemptSaved","Che Adams","RightFoot","RegularPlay",90,0.375874847173691,0.2204,0,90.9,37.27875,FALSE,TRUE,98.6315789471,35.0675,33.16125,1.0145263108,"2023/2024","SecondHalf",FALSE,1.22189153439154,0.268393203915344,1,FALSE
"1538",1538,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Queens Park Rangers","Southampton","AttemptSaved","Paul Smyth","LeftFoot","RegularPlay",90,0.0241840351372957,NA,0,87.3191176468,18.9546496839,TRUE,TRUE,98.9210526314,30.268,36.66875,1.219999994,"2023/2024","SecondHalf",FALSE,0.293981481481481,0.322751321164021,1,FALSE
"1539",1539,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Queens Park Rangers","Southampton","AttemptSaved","Sam Field","LeftFoot","RegularPlay",90,0.0277046579867601,NA,0,85.0647058816,24.349554145,TRUE,TRUE,88.9,25.5915625,31.78875,1.219999994,"2023/2024","SecondHalf",FALSE,1.58498677248677,0.322751321164021,1,FALSE
"1540",1540,4202509,"23","Championship","23.12.2023 15:00:00","Queens Park Rangers","Southampton","Southampton","Queens Park Rangers","AttemptSaved","Stuart Armstrong","RightFoot","RegularPlay",90,0.037643063813448,NA,3,94,44.1408917151,TRUE,TRUE,95.640350876,42.92875,32.17,1.1622105206,"2023/2024","SecondHalf",FALSE,1.48412698412698,0.307463100687831,1,FALSE
"1541",1541,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Cardiff City","Sheffield Wednesday","AttemptSaved","Karlan Grant","RightFoot","RegularPlay",9,0.0348706804215908,NA,NA,90.5,21.1266242072,TRUE,TRUE,94.3859649107,24.349554145,33.39,1.219999994,"2023/2024","FirstHalf",FALSE,1.16137566137566,0.322751321164021,1,FALSE
"1542",1542,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Bailey Cadamarteri","LeftFoot","RegularPlay",12,0.100487262010574,NA,NA,94.8684210512,37.05,TRUE,TRUE,98.6315789471,36.51625,35.525,1.219999994,"2023/2024","FirstHalf",FALSE,0.596560846560845,0.322751321164021,1,FALSE
"1543",1543,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Goal","Anthony Musaba","RightFoot","RegularPlay",28,0.0687162652611732,0.0984,NA,97.2807017537,43.8606369379,FALSE,TRUE,NA,NA,34.83875,2.0290526216,"2023/2024","FirstHalf",FALSE,0.778108465608464,0.536786407830688,1,FALSE
"1544",1544,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Cardiff City","Sheffield Wednesday","Miss","Mark McGuinness","RightFoot","RegularPlay",38,0.0146692767739296,NA,NA,76.40339806,41.656875,FALSE,FALSE,NA,NA,31.255,5.6708965616,"2023/2024","FirstHalf",FALSE,1.32782252309732,0.677248677248677,0.451427736724176,FALSE
"1545",1545,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Miss","Will Vaulks","RightFoot","FreeKick",41,0.0351113751530647,NA,NA,75.7276699048,31.865,FALSE,FALSE,NA,NA,31.255,4.4630344888,"2023/2024","FirstHalf",FALSE,1.41654341316719,0.677248677248677,0.573600765672846,FALSE
"1546",1546,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Miss","Liam Palmer","RightFoot","FromCorner",44,0.0114853130653501,NA,NA,82.8228155344,21.4068789844,FALSE,FALSE,NA,NA,36.5925,5.0626206976,"2023/2024","FirstHalf",FALSE,0.653190056960115,0.677248677248677,0.505666956486312,FALSE
"1547",1547,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Bambo Diaby","RightFoot","RegularPlay",45,0.01897875033319,NA,2,80.2325242728,44.9816560467,TRUE,TRUE,84.3995145632,43.3701910778,34.53375,1.219999994,"2023/2024","FirstHalf",FALSE,0.858796296296295,0.322751321164021,1,FALSE
"1548",1548,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Cardiff City","Sheffield Wednesday","Miss","Yakou Meite","LeftFoot","RegularPlay",52,0.0770358517765999,NA,NA,95.2543859636,39.040714287,FALSE,FALSE,NA,NA,38.200238097,5.5492413888,"2023/2024","SecondHalf",FALSE,0.487388366081173,0.677248677248677,0.461324318161187,FALSE
"1549",1549,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Bailey Cadamarteri","RightFoot","SetPiece",53,0.0147965122014284,0.2135,NA,90.3,25.3025,FALSE,TRUE,103.103448276,32.6275,31.1025,1.1814736784,"2023/2024","SecondHalf",FALSE,1.76653439153439,0.312559174179894,1,FALSE
"1550",1550,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Miss","Barry Bannan","LeftFoot","SetPiece",58,0.0109067959710956,NA,NA,80.4577669912,39.797142858,FALSE,FALSE,95.3508771917,32.24625,24.349554145,2.1382105158,"2023/2024","SecondHalf",FALSE,2,0.221565982331497,0.391691747386111,FALSE
"1551",1551,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Miss","Bambo Diaby","RightFoot","SetPiece",58,0.0475365705788136,NA,NA,90.2,24.955625,FALSE,FALSE,95.1578947355,31.1025,46.5931210156,1.60526315,"2023/2024","SecondHalf",FALSE,0,0.127471430474737,0.300163874810497,FALSE
"1552",1552,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","George Byers","RightFoot","RegularPlay",59,0.101430840790272,NA,NA,91.1,30.87375,TRUE,TRUE,93.5,31.56,34.7625,1.219999994,"2023/2024","SecondHalf",FALSE,0.798280423280423,0.322751321164021,1,FALSE
"1553",1553,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Marvin Johnson","LeftFoot","RegularPlay",66,0.0985584780573845,0.0373,NA,93.6,45.8224203783,FALSE,TRUE,103.1982758622,36.21125,33.39,0.449473682,"2023/2024","SecondHalf",FALSE,1.16137566137566,0.118908381481481,1,FALSE
"1554",1554,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Miss","Will Vaulks","RightFoot","FromCorner",69,0.0145180430263281,NA,NA,96.605263157,11.0851184899,FALSE,FALSE,NA,NA,30.304,3.9764137976,"2023/2024","SecondHalf",FALSE,1.62948959502703,0.677248677248677,0.643796176732188,FALSE
"1555",1555,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Cardiff City","Sheffield Wednesday","Goal","Karlan Grant","RightFoot","RegularPlay",74,0.0326478555798531,0.5483,NA,92.8,19.3750318497,FALSE,TRUE,NA,NA,37.05,0.2439999988,"2023/2024","SecondHalf",FALSE,0.193121693121694,0.0645502642328042,1,FALSE
"1556",1556,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Barry Bannan","LeftFoot","IndividualPlay",80,0.0273658316582441,0.1557,NA,78.655825244,25.186875,FALSE,TRUE,102.2500000002,32.3225,35.9825,1.2585263096,"2023/2024","SecondHalf",FALSE,0.4755291005291,0.332943468148148,1,FALSE
"1557",1557,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Cardiff City","Sheffield Wednesday","AttemptSaved","Karlan Grant","RightFoot","FromCorner",82,0.0100274346768856,NA,NA,79.3315533992,35.83,TRUE,TRUE,97.8596491223,34.83875,34.38125,1.219999994,"2023/2024","SecondHalf",FALSE,0.899140211640211,0.322751321164021,1,FALSE
"1558",1558,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Bailey Cadamarteri","RightFoot","RegularPlay",83,0.16162782907486,0.0344,NA,99.3070175438,42.8709375,FALSE,TRUE,101.9655172416,39.292857144,34.915,0.8539999958,"2023/2024","SecondHalf",FALSE,0.757936507936506,0.225925924814815,1,FALSE
"1559",1559,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Will Vaulks","RightFoot","FromCorner",84,0.0174402538686991,NA,NA,83.723786408,46.5931210156,TRUE,TRUE,94.9649122793,39.713095239,32.9325,1.219999994,"2023/2024","SecondHalf",FALSE,1.28240740740741,0.322751321164021,1,FALSE
"1560",1560,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Miss","Bailey Cadamarteri","Header","FromCorner",87,0.0559947825968266,NA,NA,98.0526315785,30.256,FALSE,FALSE,NA,NA,26.69,1.0723157842,"2023/2024","SecondHalf",FALSE,2,0.146691625745554,0.517099863201094,FALSE
"1561",1561,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Cardiff City","Sheffield Wednesday","AttemptSaved","Ollie Tanner","LeftFoot","RegularPlay",88,0.0202717538923025,0.2096,NA,92.5,48.9052229275,FALSE,TRUE,104.8103448276,34.99125,37.05,0.2439999988,"2023/2024","SecondHalf",FALSE,0.193121693121694,0.0645502642328042,1,FALSE
"1562",1562,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Cardiff City","Sheffield Wednesday","AttemptSaved","Kion Etete","RightFoot","RegularPlay",88,0.479377418756485,0.9268,NA,101.5862068968,37.684,FALSE,TRUE,103.6724137932,37.05,35.9825,0.2054736832,"2023/2024","SecondHalf",FALSE,0.4755291005291,0.0543581172486773,1,FALSE
"1563",1563,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Djeidi Gassama","RightFoot","SetPiece",90,0.0200021248310804,NA,2,81.0208737872,38.78857143,TRUE,TRUE,92.2,37.78,32.55125,1.219999994,"2023/2024","SecondHalf",FALSE,1.3832671957672,0.322751321164021,1,FALSE
"1564",1564,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","AttemptSaved","Marvin Johnson","LeftFoot","RegularPlay",90,0.0156524553894997,NA,4,78.9936893216,38.200238097,TRUE,TRUE,92.7,35.6775,32.475,1.219999994,"2023/2024","SecondHalf",FALSE,1.40343915343915,0.322751321164021,1,FALSE
"1565",1565,4202565,"23","Championship","23.12.2023 15:00:00","Sheffield Wednesday","Cardiff City","Sheffield Wednesday","Cardiff City","Miss","Marvin Johnson","LeftFoot","SetPiece",90,0.0160907004028559,NA,6,82.1470873792,35.44875,FALSE,FALSE,NA,NA,29.799761903,1.1622105206,"2023/2024","SecondHalf",FALSE,2,0.276701104499315,0.899948982106479,FALSE
"1566",1566,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","Miss","Ki-Jana Hoever","RightFoot","RegularPlay",20,0.0293332878500223,NA,NA,86.4602941172,26.0540625,FALSE,FALSE,NA,NA,39.460952382,4.341379316,"2023/2024","FirstHalf",FALSE,0.148099599683192,0.677248677248677,0.589674343949908,FALSE
"1567",1567,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Ryan Mmaee","RightFoot","RegularPlay",36,0.0557786822319031,0.1321,NA,83.6111650488,25.3025,FALSE,TRUE,102.629310345,32.475,35.525,1.5025263084,"2023/2024","FirstHalf",FALSE,0.596560846560845,0.397493732380952,1,FALSE
"1568",1568,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Ryan Mmaee","LeftFoot","RegularPlay",39,0.041166864335537,NA,NA,87.3191176468,35.9825,TRUE,TRUE,90.6,35.90625,35.6775,1.219999994,"2023/2024","FirstHalf",FALSE,0.556216931216931,0.322751321164021,1,FALSE
"1569",1569,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Millwall","Stoke City","Miss","Jake Cooper","Header","FromCorner",45,0.0645170956850052,NA,3,98.3421052628,29.799761903,FALSE,FALSE,NA,NA,15.8017834404,1.5153684136,"2023/2024","FirstHalf",FALSE,2,0.0832701604927658,0.207712661711675,FALSE
"1570",1570,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","Miss","Andr̩ Vidigal","RightFoot","RegularPlay",47,0.0166077502071857,NA,NA,77.529611652,44.0007643265,FALSE,FALSE,NA,NA,6.0345023732,0.4430526294,"2023/2024","SecondHalf",FALSE,2,0.0158428301656757,0.135166555962785,FALSE
"1571",1571,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Ki-Jana Hoever","RightFoot","RegularPlay",49,0.0487109273672104,0.1455,NA,90.1,21.547006373,FALSE,TRUE,102.9137931036,31.63625,31.78875,1.4639999928,"2023/2024","SecondHalf",FALSE,1.58498677248677,0.387301585396825,1,FALSE
"1572",1572,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Mehdi Leris","Header","RegularPlay",50,0.0276975780725479,0.019,NA,93.2,31.4075,FALSE,TRUE,104.1465517242,33.16125,34,1.219999994,"2023/2024","SecondHalf",FALSE,1,0.322751321164021,1,FALSE
"1573",1573,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Josh Laurent","RightFoot","RegularPlay",55,0.0548866763710976,NA,NA,94.4824561388,21.8272611502,TRUE,TRUE,97.3771929818,24.84,32.70375,1.219999994,"2023/2024","SecondHalf",FALSE,1.34292328042328,0.322751321164021,1,FALSE
"1574",1574,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Josh Laurent","RightFoot","RegularPlay",57,0.0761976838111877,0.3475,NA,86.6749999996,28.286904761,FALSE,TRUE,102.4396551726,33.00875,36.97375,1.059473679,"2023/2024","SecondHalf",FALSE,0.21329365079365,0.280284042063492,1,FALSE
"1575",1575,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Andr̩ Vidigal","RightFoot","RegularPlay",60,0.027572387829423,NA,NA,85.6014705876,46.8733757928,TRUE,TRUE,91.1,43.16,33.16125,1.219999994,"2023/2024","SecondHalf",FALSE,1.22189153439154,0.322751321164021,1,FALSE
"1576",1576,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Josh Laurent","RightFoot","RegularPlay",61,0.025198033079505,NA,NA,90.4,23.2985987305,TRUE,TRUE,92.1,24.6998726165,36.44,1.219999994,"2023/2024","SecondHalf",FALSE,0.354497354497353,0.322751321164021,1,FALSE
"1577",1577,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Junior Tchamadeu","RightFoot","RegularPlay",61,0.0335854105651379,NA,NA,99.0175438595,20.84636943,TRUE,TRUE,99.9741379314,22.8081528704,32.78,1.219999994,"2023/2024","SecondHalf",FALSE,1.32275132275132,0.322751321164021,1,FALSE
"1578",1578,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Andr̩ Vidigal","RightFoot","RegularPlay",63,0.0476890504360199,NA,NA,84.1742718448,40.721666667,TRUE,TRUE,87.2117647056,39.545000001,33.16125,1.219999994,"2023/2024","SecondHalf",FALSE,1.22189153439154,0.322751321164021,1,FALSE
"1579",1579,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Andr̩ Vidigal","RightFoot","FreeKick",67,0.0861666426062584,NA,NA,83.4985436896,24.6998726165,TRUE,TRUE,91.5,28.286904761,35.14375,1.219999994,"2023/2024","SecondHalf",FALSE,0.697420634920634,0.322751321164021,1,FALSE
"1580",1580,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","Miss","Andr̩ Vidigal","LeftFoot","SetPiece",67,0.0164902321994305,NA,NA,83.4985436896,28.118809523,FALSE,FALSE,97.6666666661,66.4913744067,66.8193364922,0.802631575,"2023/2024","SecondHalf",FALSE,0,0.0244560573365265,0.115176003052297,FALSE
"1581",1581,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Ryan Mmaee","RightFoot","RegularPlay",73,0.0957926884293556,NA,NA,95.9298245603,28.286904761,TRUE,TRUE,98.0526315785,29.799761903,33.8475,1.219999994,"2023/2024","SecondHalf",FALSE,1.04034391534392,0.322751321164021,1,FALSE
"1582",1582,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","AttemptSaved","Ryan Mmaee","LeftFoot","RegularPlay",78,0.0871533304452896,NA,NA,94.3859649107,42.0615625,TRUE,TRUE,95.8333333322,41.141904762,34.1525,1.219999994,"2023/2024","SecondHalf",FALSE,0.959656084656084,0.322751321164021,1,FALSE
"1583",1583,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","Miss","Ki-Jana Hoever","RightFoot","RegularPlay",78,0.0130179049447179,NA,NA,77.9800970888,18.3941401295,FALSE,FALSE,NA,NA,41.888125,0.5329473658,"2023/2024","SecondHalf",FALSE,0,0.0675632505570082,0.479201331114809,FALSE
"1584",1584,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","Miss","Ryan Mmaee","RightFoot","SetPiece",81,0.0592613071203232,NA,NA,96.2192982446,27.614523809,FALSE,FALSE,98.6315789471,32.9325,53.6695541399,0.802631575,"2023/2024","SecondHalf",FALSE,0,0.0408057838673551,0.192175174542071,FALSE
"1585",1585,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Stoke City","Millwall","Miss","Luke McNally","Header","SetPiece",90,0.0441880561411381,NA,5,96.8947368413,28.623095237,FALSE,FALSE,NA,NA,34.305,4.5846896616,"2023/2024","SecondHalf",FALSE,0.95494551173421,0.677248677248677,0.558380215228481,FALSE
"1586",1586,4202510,"23","Championship","23.12.2023 15:00:00","Stoke City","Millwall","Millwall","Stoke City","AttemptSaved","Aidomo Emakhu","LeftFoot","RegularPlay",90,0.218548133969307,0.3304,6,90.1,35.3725,FALSE,TRUE,96.5087719289,34.68625,35.14375,0.160526315,"2023/2024","SecondHalf",FALSE,0.697420634920634,0.0424672791005291,1,FALSE
"1587",1587,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Jack Clarke","RightFoot","RegularPlay",20,0.0338260941207409,0.0203,NA,83.2733009712,35.14375,FALSE,TRUE,103.4827586208,33.00875,34.07625,1.2585263096,"2023/2024","FirstHalf",FALSE,0.979828042328042,0.332943468148148,1,FALSE
"1588",1588,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","Miss","Abdoullah Ba","RightFoot","RegularPlay",20,0.706347942352295,NA,NA,98.1491228066,35.14375,FALSE,FALSE,NA,NA,33.695,5.3059310432,"2023/2024","FirstHalf",FALSE,1.03893017924264,0.677248677248677,0.48247894274481,FALSE
"1589",1589,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Patrick Roberts","LeftFoot","RegularPlay",21,0.0342573598027229,NA,NA,94.0964912264,22.6680254818,TRUE,TRUE,95.5438596479,23.9992356735,32.6275,1.219999994,"2023/2024","FirstHalf",FALSE,1.36309523809524,0.322751321164021,1,FALSE
"1590",1590,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","AttemptSaved","Haji Wright","Header","FromCorner",23,0.216393560171127,0.3991,NA,98.0526315785,33.92375,FALSE,TRUE,103.9568965518,34.305,32.78,0.2439999988,"2023/2024","FirstHalf",FALSE,1.32275132275132,0.0645502642328042,1,FALSE
"1591",1591,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","AttemptSaved","Callum O'Hare","RightFoot","FromCorner",23,0.0669102817773819,0.1008,NA,95.1578947355,27.866666666,FALSE,TRUE,103.8620689656,31.94125,32.3225,1.2585263096,"2023/2024","FirstHalf",FALSE,1.44378306878307,0.332943468148148,1,FALSE
"1592",1592,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Abdoullah Ba","RightFoot","RegularPlay",27,0.045933973044157,NA,NA,70.6597087408,25.8228125,TRUE,TRUE,74.6014563128,26.5165625,34,1.219999994,"2023/2024","FirstHalf",FALSE,1,0.322751321164021,1,FALSE
"1593",1593,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","AttemptSaved","Haji Wright","LeftFoot","RegularPlay",32,0.0291947070509195,NA,NA,83.2733009712,37.66,TRUE,TRUE,85.0647058816,37.43125,34.68625,1.219999994,"2023/2024","FirstHalf",FALSE,0.818452380952381,0.322751321164021,1,FALSE
"1594",1594,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","Miss","Ellis Simms","Header","FromCorner",32,0.130726605653763,NA,NA,101.3965517244,29.715714284,FALSE,FALSE,NA,NA,24.6298089222,1.1622105206,"2023/2024","FirstHalf",FALSE,2,0.124032745004905,0.403406928270186,FALSE
"1595",1595,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","Miss","Abdoullah Ba","LeftFoot","RegularPlay",33,0.0519472062587738,NA,NA,88.9,30.95,FALSE,FALSE,95.8333333322,36.8975,43.044375,0.802631575,"2023/2024","FirstHalf",FALSE,0,0.0887437302190588,0.417939326929721,FALSE
"1596",1596,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Pierre Ekwah","LeftFoot","RegularPlay",33,0.0254152156412601,NA,NA,78.2053398072,44.1408917151,TRUE,TRUE,93.2,38.368333335,33.5425,1.219999994,"2023/2024","FirstHalf",FALSE,1.12103174603175,0.322751321164021,1,FALSE
"1597",1597,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","AttemptSaved","Tatsuhiro Sakamoto","LeftFoot","RegularPlay",45,0.145973041653633,NA,1,98.2456140347,30.4925,TRUE,TRUE,99.3070175438,31.56,34.38125,1.219999994,"2023/2024","FirstHalf",FALSE,0.899140211640211,0.322751321164021,1,FALSE
"1598",1598,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","Goal","Tatsuhiro Sakamoto","RightFoot","RegularPlay",45,0.296273410320282,0.9063,1,98.3421052628,30.645,FALSE,TRUE,NA,NA,30.87375,0.2825263144,"2023/2024","FirstHalf",FALSE,1.82705026455026,0.0747424112169312,1,FALSE
"1599",1599,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Coventry City","Sunderland","AttemptSaved","Tatsuhiro Sakamoto","LeftFoot","RegularPlay",45,0.0190049726516008,NA,3,83.8364077672,19.0247133782,TRUE,TRUE,96.8947368413,28.539047618,35.0675,1.219999994,"2023/2024","FirstHalf",FALSE,0.717592592592592,0.322751321164021,1,FALSE
"1600",1600,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Jack Clarke","RightFoot","RegularPlay",48,0.0275423694401979,0.0553,NA,101.1120689658,21.2667515958,FALSE,TRUE,104.525862069,31.4075,32.475,1.1365263102,"2023/2024","SecondHalf",FALSE,1.40343915343915,0.300668336031746,1,FALSE
"1601",1601,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","Miss","Abdoullah Ba","LeftFoot","RegularPlay",48,0.176141813397408,NA,NA,99.3070175438,29.547619046,FALSE,FALSE,100.732758621,35.90625,67.6720379145,0.3595789456,"2023/2024","SecondHalf",FALSE,0,0.0106788590139107,0.112259317645049,FALSE
"1602",1602,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Jack Clarke","RightFoot","RegularPlay",51,0.279347151517868,0.6794,NA,96.605263157,39.460952382,FALSE,TRUE,103.9568965518,34.53375,33.2375,0.160526315,"2023/2024","SecondHalf",FALSE,1.20171957671958,0.0424672791005291,1,FALSE
"1603",1603,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Jobe Bellingham","LeftFoot","RegularPlay",52,0.166274815797806,NA,NA,96.5087719289,29.799761903,TRUE,TRUE,99.8793103452,31.63625,35.44875,1.219999994,"2023/2024","SecondHalf",FALSE,0.616732804232803,0.322751321164021,1,FALSE
"1604",1604,4202511,"23","Championship","23.12.2023 15:00:00","Sunderland","Coventry City","Sunderland","Coventry City","AttemptSaved","Jobe Bellingham","RightFoot","RegularPlay",53,0.0408693999052048,NA,NA,79.5567961176,36.8975,TRUE,TRUE,91.8,34.83875,32.3225,1.219999994,"2023/2024","SecondHalf",FALSE,1.44378306878307,0.322751321164021,1,FALSE
