"","X","match_id","match_round","league_name","match_time_utc","home_team","away_team","pos_team","def_team","event_type","player_name","shot_type","situation","min","expected_goals","expected_goals_on_target","min_added","x","y","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","season_year","period","is_own_goal","on_goal_shot_x","on_goal_shot_y","on_goal_shot_zoom_ratio","is_saved_off_line"
"70",70,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","Miss","Tim Skarke","RightFoot","FromCorner",28,0.0109607456251979,NA,NA,82.7101941752,46.7332484042,FALSE,FALSE,NA,NA,28.539047618,4.9409655248,"2023/2024","FirstHalf",FALSE,1.74852227943388,0.677248677248677,0.518117357255518,FALSE
"71",71,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Goal","Ihlas Bebou","RightFoot","RegularPlay",28,0.856423020362854,0.4872,NA,99.0175438595,40.721666667,FALSE,TRUE,NA,NA,34.7625,0.1219999994,"2023/2024","FirstHalf",FALSE,0.798280423280423,0.0322751321164021,1,FALSE
"72",72,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","AttemptSaved","Matthias Bader","RightFoot","RegularPlay",32,0.0918655246496201,NA,NA,96.4122807008,27.446428571,TRUE,TRUE,97.8596491223,28.707142856,33.92375,1.219999994,"2023/2024","FirstHalf",FALSE,1.02017195767196,0.322751321164021,1,FALSE
"73",73,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","AttemptSaved","Tim Skarke","RightFoot","SetPiece",33,0.0869778841733932,NA,NA,101.0172413796,42.350625,TRUE,TRUE,102.2500000002,40.217380953,35.0675,1.219999994,"2023/2024","FirstHalf",FALSE,0.717592592592592,0.322751321164021,1,FALSE
"74",74,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","Miss","Clemens Riedel","RightFoot","RegularPlay",34,0.034729715436697,NA,NA,83.9490291264,21.8272611502,FALSE,FALSE,NA,NA,42.6975,0.5329473658,"2023/2024","FirstHalf",FALSE,0,0.0612759259327393,0.434607645875252,FALSE
"75",75,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","AttemptSaved","Ihlas Bebou","LeftFoot","RegularPlay",44,0.0871680155396461,NA,NA,93,36.2875,TRUE,TRUE,94.5789473669,36.36375,36.66875,1.219999994,"2023/2024","FirstHalf",FALSE,0.293981481481481,0.322751321164021,1,FALSE
"76",76,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Miss","John Anthony Brooks","Header","FromCorner",44,0.0702192634344101,NA,NA,96.8947368413,34.07625,FALSE,FALSE,NA,NA,33.92375,4.8280000072,"2023/2024","FirstHalf",FALSE,1.01069598416802,0.677248677248677,0.530240264329385,FALSE
"77",77,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Miss","Andrej Kramaric","RightFoot","RegularPlay",50,0.0553181506693363,NA,NA,90.9,44.4211464923,FALSE,FALSE,NA,NA,35.3725,5.5492413888,"2023/2024","SecondHalf",FALSE,0.83249533685814,0.677248677248677,0.461324318161187,FALSE
"78",78,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","AttemptSaved","Tim Skarke","RightFoot","RegularPlay",52,0.0333322137594223,NA,NA,85.6014705876,45.8224203783,TRUE,TRUE,89.1,43.650445855,32.70375,1.219999994,"2023/2024","SecondHalf",FALSE,1.34292328042328,0.322751321164021,1,FALSE
"79",79,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","Goal","Tim Skarke","RightFoot","RegularPlay",57,0.144753456115723,0.4674,NA,91.1,31.4075,FALSE,TRUE,NA,NA,30.7975,0.1219999994,"2023/2024","SecondHalf",FALSE,1.84722222222222,0.0322751321164021,1,FALSE
"80",80,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","AttemptSaved","Robert Skov","LeftFoot","FromCorner",61,0.031180365011096,NA,NA,88.8,44.5612738809,TRUE,TRUE,97.7631578942,38.704523811,33.92375,1.219999994,"2023/2024","SecondHalf",FALSE,1.02017195767196,0.322751321164021,1,FALSE
"81",81,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Goal","Ihlas Bebou","LeftFoot","RegularPlay",66,0.151056051254272,0.3009,NA,91.5,25.9384375,FALSE,TRUE,NA,NA,31.17875,0.160526315,"2023/2024","SecondHalf",FALSE,1.74636243386244,0.0424672791005291,1,FALSE
"82",82,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","AttemptSaved","Frank Ronstadt","LeftFoot","FromCorner",70,0.0405070222914219,NA,NA,84.9573529404,29.883809522,TRUE,TRUE,88.3926470588,30.292,33.92375,1.219999994,"2023/2024","SecondHalf",FALSE,1.02017195767196,0.322751321164021,1,FALSE
"83",83,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Miss","Robert Skov","LeftFoot","FreeKick",76,0.0364615060389042,NA,NA,76.966504856,47.2937579586,FALSE,FALSE,NA,NA,29.547619046,3.255172416,"2023/2024","SecondHalf",FALSE,1.92633161207757,0.677248677248677,0.786440677432922,FALSE
"84",84,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Miss","Anton Stach","Header","FromCorner",80,0.0546557419002056,NA,NA,96.0263157884,37.94809524,FALSE,FALSE,101.0172413796,31.94125,26.5165625,1.0723157842,"2023/2024","SecondHalf",FALSE,2,0.143291874115338,0.505115463314821,FALSE
"85",85,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Miss","John Anthony Brooks","RightFoot","FromCorner",80,0.689068615436554,NA,NA,101.3965517244,32.55125,FALSE,FALSE,NA,NA,31.78875,4.5846896616,"2023/2024","SecondHalf",FALSE,1.32664503992698,0.677248677248677,0.558380215228481,FALSE
"86",86,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","Miss","Frank Ronstadt","LeftFoot","RegularPlay",83,0.0149354143068194,NA,NA,83.2733009712,22.6680254818,FALSE,FALSE,NA,NA,33.00875,3.1335172432,"2023/2024","SecondHalf",FALSE,1.21423936720935,0.677248677248677,0.816973324641956,FALSE
"87",87,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","Goal","Tim Skarke","RightFoot","RegularPlay",85,0.0720268413424492,0.1945,NA,95.640350876,21.4769426787,FALSE,TRUE,NA,NA,31.1025,0.2825263144,"2023/2024","SecondHalf",FALSE,1.76653439153439,0.0747424112169312,1,FALSE
"88",88,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","AttemptSaved","Maximilian Beier","Header","FromCorner",88,0.0270104799419641,0.5224,NA,97.6666666661,41.3678125,FALSE,TRUE,103.9568965518,35.525,31.56,2.0290526216,"2023/2024","SecondHalf",FALSE,1.64550264550265,0.536786407830688,1,FALSE
"89",89,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","SV Darmstadt","TSG Hoffenheim","Miss","Luca Pfeiffer","RightFoot","RegularPlay",90,0.00659313751384616,NA,1,83.160679612,57.3740284298,FALSE,FALSE,NA,NA,17.6935031865,0.1797894728,"2023/2024","SecondHalf",FALSE,2,0.0110256344361564,0.231809446457597,FALSE
"90",90,4221880,"16","1. Bundesliga","19.12.2023 19:30:00","TSG Hoffenheim","SV Darmstadt","TSG Hoffenheim","SV Darmstadt","Miss","Pavel Kaderabek","Header","FromCorner",90,0.0434821732342243,NA,6,96.0263157884,32.0175,FALSE,FALSE,NA,NA,45.6122292954,0.9824210478,"2023/2024","SecondHalf",FALSE,0,0.0846022777201937,0.325518890803972,FALSE
"91",91,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Davie Selke","Header","RegularPlay",14,0.0126026244834065,0.1927,NA,90.4,27.278333333,FALSE,TRUE,103.9568965518,32.78,31.02625,0.8925263114,"2023/2024","FirstHalf",FALSE,1.78670634920635,0.236118071798942,1,FALSE
"92",92,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","Miss","Kevin Volland","LeftFoot","RegularPlay",19,0.0358961224555969,NA,NA,80.0072815544,23.5788535077,FALSE,FALSE,NA,NA,27.950714285,0.3595789456,"2023/2024","FirstHalf",FALSE,2,0.0594415543488675,0.624867162519204,FALSE
"93",93,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","Miss","Eric Martel","RightFoot","RegularPlay",27,0.0197217725217342,NA,NA,77.3043689336,37.708,FALSE,FALSE,NA,NA,33.695,3.9764137976,"2023/2024","FirstHalf",FALSE,1.05194651690564,0.677248677248677,0.643796176732188,FALSE
"94",94,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","Miss","Linton Maina","LeftFoot","RegularPlay",36,0.0272170882672071,NA,NA,80.345145632,25.53375,FALSE,FALSE,NA,NA,42.2928125,6.1488275976,"2023/2024","FirstHalf",FALSE,0.0866069657753232,0.677248677248677,0.416339531295237,FALSE
"95",95,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Denis Huseinbasic","RightFoot","RegularPlay",38,0.0758953616023064,0.309,NA,96.605263157,24.5597452279,FALSE,TRUE,103.8620689656,30.7975,36.05875,0.1219999994,"2023/2024","FirstHalf",FALSE,0.455357142857142,0.0322751321164021,1,FALSE
"96",96,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","Miss","Kevin Behrens","Header","RegularPlay",38,0.116718098521233,NA,NA,100.1637931038,29.463571427,FALSE,FALSE,101.206896552,66.9505213264,67.5408530803,0.2696842092,"2023/2024","FirstHalf",FALSE,0,0.00804046958955845,0.112698385784951,FALSE
"97",97,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Mark Uth","LeftFoot","FreeKick",43,0.0615416988730431,NA,NA,83.160679612,46.8733757928,TRUE,TRUE,92.2,42.813125,36.66875,1.219999994,"2023/2024","FirstHalf",FALSE,0.293981481481481,0.322751321164021,1,FALSE
"98",98,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Mark Uth","RightFoot","SetPiece",43,0.0355681404471397,NA,NA,91,31.865,TRUE,TRUE,92.7,32.24625,34.83875,1.219999994,"2023/2024","FirstHalf",FALSE,0.778108465608464,0.322751321164021,1,FALSE
"99",99,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Rasmus Carstensen","RightFoot","SetPiece",43,0.0156129132956266,0.2627,NA,86.9970588232,30.268,FALSE,TRUE,103.8620689656,32.6275,30.87375,0.9759999952,"2023/2024","FirstHalf",FALSE,1.82705026455026,0.258201056931217,1,FALSE
"100",100,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Jan Thielmann","RightFoot","SetPiece",43,0.116694584488869,0.1538,NA,98.0526315785,24.4196178393,FALSE,TRUE,102.4396551726,29.799761903,31.7125,0.3274736826,"2023/2024","FirstHalf",FALSE,1.60515873015873,0.0866332493650794,1,FALSE
"101",101,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Rasmus Carstensen","Header","SetPiece",43,0.0314901061356068,0.3967,NA,95.9298245603,24.1393630621,FALSE,TRUE,103.1982758622,30.56875,31.02625,2.1959999892,"2023/2024","FirstHalf",FALSE,1.78670634920635,0.580952378095238,1,FALSE
"102",102,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","Miss","AndrÃ¡s SchÃ¤fer","Header","FromCorner",45,0.0155856823548675,NA,1,94.9649122793,42.0615625,FALSE,FALSE,NA,NA,35.75375,4.8280000072,"2023/2024","FirstHalf",FALSE,0.75399236413554,0.677248677248677,0.530240264329385,FALSE
"103",103,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Linton Maina","RightFoot","RegularPlay",50,0.0401206649839878,NA,NA,80.5703883504,40.721666667,TRUE,TRUE,87.963235294,37.78,31.4075,1.219999994,"2023/2024","SecondHalf",FALSE,1.68584656084656,0.322751321164021,1,FALSE
"104",104,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Davie Selke","Header","RegularPlay",51,0.0952178090810776,0.0891,NA,98.4385964909,27.782619047,FALSE,TRUE,104.4310344828,32.6275,35.22,0.449473682,"2023/2024","SecondHalf",FALSE,0.677248677248676,0.118908381481481,1,FALSE
"105",105,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Linton Maina","LeftFoot","RegularPlay",51,0.0921322256326675,NA,NA,96.605263157,41.3678125,TRUE,TRUE,98.7280701752,39.460952382,34.68625,1.219999994,"2023/2024","SecondHalf",FALSE,0.818452380952381,0.322751321164021,1,FALSE
"106",106,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","Miss","Jan Thielmann","RightFoot","FromCorner",52,0.0238916669040918,NA,NA,83.6111650488,25.07125,FALSE,FALSE,96.5087719289,35.525,47.0135031814,0.8925263114,"2023/2024","SecondHalf",FALSE,0,0.068584630822212,0.290467520337083,FALSE
"107",107,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","Goal","Benedict Hollerbach","LeftFoot","RegularPlay",55,0.160109251737595,0.4057,NA,99.2105263157,45.1217834353,FALSE,TRUE,NA,NA,36.97375,1.9070526222,"2023/2024","SecondHalf",FALSE,0.21329365079365,0.504511275714286,1,FALSE
"108",108,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","AttemptSaved","Benedict Hollerbach","LeftFoot","RegularPlay",57,0.0636551007628441,0.2115,NA,91.9,26.774047619,FALSE,TRUE,104.3362068966,32.09375,36.21125,0.449473682,"2023/2024","SecondHalf",FALSE,0.415013227513228,0.118908381481481,1,FALSE
"109",109,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","AttemptSaved","Josip Juranovic","RightFoot","RegularPlay",71,0.0448943935334682,0.0377,NA,97.4736842099,20.145732487,FALSE,TRUE,103.6724137932,30.244,34.61,0.5265263132,"2023/2024","SecondHalf",FALSE,0.838624338624339,0.139292675449735,1,FALSE
"110",110,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","AttemptSaved","Alex Kral","RightFoot","FastBreak",72,0.521535634994507,0.4307,NA,97.1842105256,40.553571429,FALSE,TRUE,101.4913793106,37.43125,34.07625,0.2439999988,"2023/2024","SecondHalf",FALSE,0.979828042328042,0.0645502642328042,1,FALSE
"111",111,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","AttemptSaved","Kevin Volland","LeftFoot","FastBreak",72,0.254874855279922,NA,NA,98.3421052628,27.446428571,FALSE,TRUE,101.206896552,30.244,34.305,0.5329473658,"2023/2024","SecondHalf",FALSE,0.919312169312169,0.140991366613757,1,TRUE
"112",112,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","AttemptSaved","David Datro Fofana","RightFoot","RegularPlay",76,0.146426066756248,0.4518,NA,95.1578947355,44.8415286581,FALSE,TRUE,103.4827586208,36.21125,36.2875,0.1219999994,"2023/2024","SecondHalf",FALSE,0.39484126984127,0.0322751321164021,1,FALSE
"113",113,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","Goal","David Datro Fofana","RightFoot","FastBreak",78,0.25433623790741,0.6722,NA,100.732758621,23.2985987305,FALSE,TRUE,NA,NA,31.7125,1.8685263066,"2023/2024","SecondHalf",FALSE,1.60515873015873,0.494319128730159,1,FALSE
"114",114,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","Union Berlin","1. FC KÃ¶ln","AttemptSaved","Kevin Volland","LeftFoot","RegularPlay",84,0.0195787269622087,NA,NA,86.5676470584,22.3877707046,TRUE,TRUE,88.7,23.4387261191,32.39875,1.219999994,"2023/2024","SecondHalf",FALSE,1.42361111111111,0.322751321164021,1,FALSE
"115",115,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","Miss","Gian-Luca Waldschmidt","RightFoot","RegularPlay",85,0.0371173769235611,NA,NA,79.3315533992,27.446428571,FALSE,FALSE,NA,NA,25.3025,5.6708965616,"2023/2024","SecondHalf",FALSE,2,0.652014551491808,0.434607645875252,FALSE
"116",116,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","AttemptSaved","Linton Maina","LeftFoot","RegularPlay",86,0.0966179817914963,0.1733,NA,90.4,44.4211464923,FALSE,TRUE,104.051724138,36.36375,36.44,0.2054736832,"2023/2024","SecondHalf",FALSE,0.354497354497353,0.0543581172486773,1,FALSE
"117",117,4221876,"16","1. Bundesliga","20.12.2023 17:30:00","Union Berlin","1. FC KÃ¶ln","1. FC KÃ¶ln","Union Berlin","Miss","Dejan Ljubicic","RightFoot","RegularPlay",89,0.029404753819108,NA,NA,83.0480582528,24.5597452279,FALSE,FALSE,NA,NA,40.889761905,3.7417931072,"2023/2024","SecondHalf",FALSE,-2.22044604925031e-16,0.543094690178557,0.548640149270877,FALSE
"118",118,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","VfL Bochum","Bayer Leverkusen","AttemptSaved","Christopher Antwi-Adjej","RightFoot","RegularPlay",10,0.0549310743808746,NA,NA,90.2,29.21142857,TRUE,TRUE,91.7,29.631666665,32.6275,1.219999994,"2023/2024","FirstHalf",FALSE,1.36309523809524,0.322751321164021,1,FALSE
"119",119,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","Bayer Leverkusen","VfL Bochum","AttemptSaved","Florian Wirtz","RightFoot","FastBreak",11,0.0875271633267403,NA,NA,94.675438595,42.92875,TRUE,TRUE,96.4122807008,42.00375,36.2875,1.219999994,"2023/2024","FirstHalf",FALSE,0.39484126984127,0.322751321164021,1,FALSE
"120",120,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","VfL Bochum","Bayer Leverkusen","AttemptSaved","Goncalo Paciencia","LeftFoot","ThrowInSetPiece",14,0.0959590598940849,NA,NA,92.7,35.14375,TRUE,TRUE,94,34.99125,33.39,1.219999994,"2023/2024","FirstHalf",FALSE,1.16137566137566,0.322751321164021,1,FALSE
"121",121,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","VfL Bochum","Bayer Leverkusen","AttemptSaved","Matus Bero","LeftFoot","RegularPlay",14,0.0864676460623741,NA,NA,82.3723300976,34.38125,TRUE,TRUE,87.7485294116,33.8475,31.94125,1.219999994,"2023/2024","FirstHalf",FALSE,1.54464285714286,0.322751321164021,1,FALSE
"122",122,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","VfL Bochum","Bayer Leverkusen","AttemptSaved","Bernardo","Header","ThrowInSetPiece",24,0.0291705653071404,0.1675,NA,96.605263157,41.225952381,FALSE,TRUE,104.3362068966,35.6775,35.525,1.8685263066,"2023/2024","FirstHalf",FALSE,0.596560846560845,0.494319128730159,1,FALSE
"123",123,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","Bayer Leverkusen","VfL Bochum","Goal","Patrik Schick","LeftFoot","Penalty",30,0.7884,0.9866,NA,94,34,FALSE,TRUE,NA,NA,36.36375,0.3274736826,"2023/2024","FirstHalf",FALSE,0.374669312169311,0.0866332493650794,1,FALSE
"124",124,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","Bayer Leverkusen","VfL Bochum","Goal","Patrik Schick","LeftFoot","FastBreak",32,0.332441866397858,0.5646,NA,91.6,31.56,FALSE,TRUE,NA,NA,35.83,0.4879999976,"2023/2024","FirstHalf",FALSE,0.515873015873016,0.129100528465608,1,FALSE
"125",125,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","Bayer Leverkusen","VfL Bochum","AttemptSaved","Jeremie Frimpong","RightFoot","RegularPlay",34,0.0611027665436268,0.104,NA,93.2,24.2794904507,FALSE,TRUE,103.103448276,32.09375,32.475,1.4639999928,"2023/2024","FirstHalf",FALSE,1.40343915343915,0.387301585396825,1,FALSE
"126",126,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","Bayer Leverkusen","VfL Bochum","AttemptSaved","Piero HincapiÃ©","Header","FromCorner",35,0.171085625886917,NA,NA,100.6379310348,36.44,TRUE,TRUE,102.2500000002,35.0675,32.78,1.219999994,"2023/2024","FirstHalf",FALSE,1.32275132275132,0.322751321164021,1,FALSE
"127",127,4221877,"16","1. Bundesliga","20.12.2023 19:30:00","Bayer Leverkusen","VfL Bochum","Bayer Leverkusen","VfL Bochum","Miss","Patrik Schick","LeftFoot","RegularPlay",41,0.099796287715435,NA,NA,93.4,35.29625,FALSE,FALSE,NA,NA,38.452380954,3.7417931072,"2023/2024","FirstHalf",FALSE,0.194137937262887,0.677248677248677,0.684163962746636,FALSE
