"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Event_Time","Is_Pens","Event_Half","Event_Type","Event_Players","Score_Progression","Penalty_Number","player_name_goal","player_name_ast","player_name_pen","year"
"FIFA World Cup Qualification — AFC","2021-06-15","FIFA World Cup Qualification — AFC (Second round)","Thailand","4-2-3-1",0,NA,"","2","0","Malaysia","4-1-4-1",1,NA,"Safawi Rasid (P) · 52&rsquor;","3","0","https://fbref.com/en/matches/a75e3e2b/Thailand-Malaysia-June-15-2021-WCQ----AFC-M","Malaysia","Away",52,FALSE,2,"Penalty","Safawi Rasid Penalty Kick","0:1",NA,NA,NA,"Safawi Rasid",2022
"FIFA World Cup Qualification — AFC","2021-06-15","FIFA World Cup Qualification — AFC (Second round)","United Arab Emirates","4-2-3-1",3,NA,"Ali Salmeen · 32&rsquor; Ali Mabkhout (P) · 40&rsquor; Mahmoud Khamees · 50&rsquor;","0","0","Vietnam","3-4-3",2,NA,"Nguy<U+1EC5>n Ti<U+1EBF>n Linh · 85&rsquor; Tr<U+1EA7>n Minh Vuong · 90+3&rsquor;","1","0","https://fbref.com/en/matches/b515cc06/United-Arab-Emirates-Vietnam-June-15-2021-WCQ----AFC-M","United Arab Emirates","Home",40,FALSE,1,"Penalty","Ali Mabkhout Penalty Kick","2:0",NA,NA,NA,"Ali Mabkhout",2022
"FIFA World Cup Qualification — AFC","2021-06-15","FIFA World Cup Qualification — AFC (Second round)","China PR","4-2-2-2",3,NA,"Zhang Xizhe · 43&rsquor; Wu Lei (P) · 69&rsquor; Zhang Yuning · 90+3&rsquor;","1","0","Syria","3-3-2-2",1,NA,"Aias Aosman · 50&rsquor;","2","0","https://fbref.com/en/matches/6b338e6d/China-PR-Syria-June-15-2021-WCQ----AFC-M","China PR","Home",69,FALSE,2,"Penalty","Wu Lei Penalty Kick","2:1",NA,NA,NA,"Wu Lei",2022
"FIFA World Cup Qualification — AFC","2021-09-02","FIFA World Cup Qualification — AFC (Third round)","Saudi Arabia","4-3-2-1",3,NA,"Salem Al-Dawsari (P) · 55&rsquor; Yasser Al-Shahrani · 67&rsquor; Saleh Al-Shehri (P) · 79&rsquor;","0","0","Vietnam","4-1-4-1",1,NA,"Nguy<U+1EC5>n Quang H<U+1EA3>i · 3&rsquor; Ð<U+1ED7> Duy M<U+1EA1>nh · 54&rsquor;","4","1","https://fbref.com/en/matches/306fabd0/Saudi-Arabia-Vietnam-September-2-2021-WCQ----AFC-M","Saudi Arabia","Home",55,FALSE,2,"Penalty","Salem Al-Dawsari Penalty Kick","1:1",NA,NA,NA,"Salem Al-Dawsari",2022
"FIFA World Cup Qualification — AFC","2021-09-02","FIFA World Cup Qualification — AFC (Third round)","Saudi Arabia","4-3-2-1",3,NA,"Salem Al-Dawsari (P) · 55&rsquor; Yasser Al-Shahrani · 67&rsquor; Saleh Al-Shehri (P) · 79&rsquor;","0","0","Vietnam","4-1-4-1",1,NA,"Nguy<U+1EC5>n Quang H<U+1EA3>i · 3&rsquor; Ð<U+1ED7> Duy M<U+1EA1>nh · 54&rsquor;","4","1","https://fbref.com/en/matches/306fabd0/Saudi-Arabia-Vietnam-September-2-2021-WCQ----AFC-M","Saudi Arabia","Home",79,FALSE,2,"Penalty","Saleh Al-Shehri Penalty Kick","3:1",NA,NA,NA,"Saleh Al-Shehri",2022
"FIFA World Cup Qualification — AFC","2021-10-07","FIFA World Cup Qualification — AFC (Third round)","United Arab Emirates","4-1-4-1",0,NA,"","3","0","IR Iran","4-2-2-2",1,NA,"Mehdi Taremi · 70&rsquor;","1","0","https://fbref.com/en/matches/d6e9b4da/United-Arab-Emirates-IR-Iran-October-7-2021-WCQ----AFC-M","IR Iran","Away",90,FALSE,2,"Penalty","Sardar Azmoun Penalty saved by Ali Khasif","0:1",NA,NA,NA,"Sardar Azmoun",2022
"FIFA World Cup Qualification — AFC","2021-10-12","FIFA World Cup Qualification — AFC (Third round)","Oman","4-1-4-1",3,NA,"Issam Al Sabhi · 45+1&rsquor; Mohsin Al-Khaldi · 49&rsquor; Salaah Al Yahyaei (P) · 63&rsquor;","1","0","Vietnam","3-4-3",1,NA,"Nguy<U+1EC5>n Ti<U+1EBF>n Linh · 40&rsquor;","2","0","https://fbref.com/en/matches/5562e8ef/Oman-Vietnam-October-12-2021-WCQ----AFC-M","Oman","Home",16,FALSE,1,"Penalty","Mohsin Al-Khaldi Penalty Miss -","0:0",NA,NA,NA,"Mohsin Al-Khaldi",2022
"FIFA World Cup Qualification — AFC","2021-10-12","FIFA World Cup Qualification — AFC (Third round)","Oman","4-1-4-1",3,NA,"Issam Al Sabhi · 45+1&rsquor; Mohsin Al-Khaldi · 49&rsquor; Salaah Al Yahyaei (P) · 63&rsquor;","1","0","Vietnam","3-4-3",1,NA,"Nguy<U+1EC5>n Ti<U+1EBF>n Linh · 40&rsquor;","2","0","https://fbref.com/en/matches/5562e8ef/Oman-Vietnam-October-12-2021-WCQ----AFC-M","Oman","Home",63,FALSE,2,"Penalty","Salaah Al Yahyaei Penalty Kick","3:1",NA,NA,NA,"Salaah Al Yahyaei",2022
"FIFA World Cup Qualification — AFC","2021-11-11","FIFA World Cup Qualification — AFC (Third round)","Iraq","3-3-2-2",1,NA,"Amir Al Ammari (P) · 86&rsquor;","2","0","Syria","4-2-2-2",1,NA,"Omar Al Somah · 79&rsquor;","3","0","https://fbref.com/en/matches/e581ea44/Iraq-Syria-November-11-2021-WCQ----AFC-M","Iraq","Home",86,FALSE,2,"Penalty","Amir Al Ammari Penalty Kick","1:1",NA,NA,NA,"Amir Al Ammari",2022
"FIFA World Cup Qualification — AFC","2021-11-16","FIFA World Cup Qualification — AFC (Third round)","Lebanon","4-1-4-1",0,NA,"","0","0","United Arab Emirates","4-3-3",1,NA,"Ali Mabkhout (P) · 85&rsquor;","2","0","https://fbref.com/en/matches/c69e9baa/Lebanon-United-Arab-Emirates-November-16-2021-WCQ----AFC-M","United Arab Emirates","Away",85,FALSE,2,"Penalty","Ali Mabkhout Penalty Kick","0:1",NA,NA,NA,"Ali Mabkhout",2022
"FIFA World Cup Qualification — AFC","2021-11-16","FIFA World Cup Qualification — AFC (Third round)","Syria","4-4-1-1",0,NA,"","1","0","IR Iran","4-1-4-1",3,NA,"Sardar Azmoun · 33&rsquor; Ehsan Hajsafi (P) · 42&rsquor; Ali Gholizadeh · 89&rsquor;","0","0","https://fbref.com/en/matches/23a6d470/Syria-IR-Iran-November-16-2021-WCQ----AFC-M","IR Iran","Away",42,FALSE,1,"Penalty","Ehsan Hajsafi Penalty Kick","0:2",NA,NA,NA,"Ehsan Hajsafi",2022
"FIFA World Cup Qualification — AFC","2021-11-16","FIFA World Cup Qualification — AFC (Third round)","Iraq","4-2-3-1",0,NA,"","1","0","Korea Republic","4-2-3-1",3,NA,"Lee Jae-sung · 33&rsquor; Son Heung-min (P) · 74&rsquor; Jeong Woo-yeong · 80&rsquor;","1","0","https://fbref.com/en/matches/7d1bb48f/Iraq-Korea-Republic-November-16-2021-WCQ----AFC-M","Korea Republic","Away",74,FALSE,2,"Penalty","Son Heung-min Penalty Kick","0:2",NA,NA,NA,"Son Heung-min",2022
"FIFA World Cup Qualification — AFC","2021-11-16","FIFA World Cup Qualification — AFC (Third round)","China PR","4-2-2-2",1,NA,"Wu Lei (P) · 71&rsquor;","1","0","Australia","4-1-4-1",1,NA,"Mitchell Duke · 39&rsquor;","1","0","https://fbref.com/en/matches/7e6f4f3f/China-PR-Australia-November-16-2021-WCQ----AFC-M","China PR","Home",71,FALSE,2,"Penalty","Wu Lei Penalty Kick","1:1",NA,NA,NA,"Wu Lei",2022
"FIFA World Cup Qualification — AFC","2022-01-27","FIFA World Cup Qualification — AFC (Third round)","Japan","4-1-4-1",2,NA,"Yuya Osako (P) · 13&rsquor; Junya Ito · 61&rsquor;","0","0","China PR","4-2-3-1",0,NA,"","1","0","https://fbref.com/en/matches/377b7af0/Japan-China-PR-January-27-2022-WCQ----AFC-M","Japan","Home",13,FALSE,1,"Penalty","Yuya Osako Penalty Kick -","1:0",NA,NA,NA,"Yuya Osako",2022
"FIFA World Cup Qualification — AFC","2022-02-01","FIFA World Cup Qualification — AFC (Third round)","Oman","4-2-3-1",2,NA,"Abdullah Fawaz · 54&rsquor; Abdullah Fawaz (P) · 89&rsquor;","2","0","Australia","4-2-3-1",2,NA,"Jamie Maclaren (P) · 15&rsquor; Aaron Mooy · 79&rsquor;","1","0","https://fbref.com/en/matches/6a7c0b31/Oman-Australia-February-1-2022-WCQ----AFC-M","Australia","Away",15,FALSE,1,"Penalty","Jamie Maclaren Penalty Kick","0:1",NA,NA,NA,"Jamie Maclaren",2022
"FIFA World Cup Qualification — AFC","2022-02-01","FIFA World Cup Qualification — AFC (Third round)","Oman","4-2-3-1",2,NA,"Abdullah Fawaz · 54&rsquor; Abdullah Fawaz (P) · 89&rsquor;","2","0","Australia","4-2-3-1",2,NA,"Jamie Maclaren (P) · 15&rsquor; Aaron Mooy · 79&rsquor;","1","0","https://fbref.com/en/matches/6a7c0b31/Oman-Australia-February-1-2022-WCQ----AFC-M","Oman","Home",89,FALSE,2,"Penalty","Abdullah Fawaz Penalty Kick","2:2",NA,NA,NA,"Abdullah Fawaz",2022
"FIFA World Cup Qualification — AFC","2022-03-24","FIFA World Cup Qualification — AFC (Third round)","Lebanon","4-2-3-1",0,NA,"","1","0","Syria","4-2-3-1",3,NA,"Alaa Al Dali · 14&rsquor; Mardik Mardikian (P) · 38&rsquor; Mohammad Marmour · 44&rsquor;","3","0","https://fbref.com/en/matches/d3a1d962/Lebanon-Syria-March-24-2022-WCQ----AFC-M","Syria","Away",38,FALSE,1,"Penalty","Mardik Mardikian Penalty Kick","0:2",NA,NA,NA,"Mardik Mardikian",2022
"FIFA World Cup Qualification — AFC","2022-03-24","FIFA World Cup Qualification — AFC (Third round)","China PR","5-4-1",1,NA,"Zhu Chenjie (P) · 82&rsquor;","3","0","Saudi Arabia","4-2-3-1",1,NA,"Saleh Al-Shehri · 45+1&rsquor;","1","0","https://fbref.com/en/matches/e2a8f464/China-PR-Saudi-Arabia-March-24-2022-WCQ----AFC-M","China PR","Home",82,FALSE,2,"Penalty","Zhu Chenjie Penalty Kick","1:1",NA,NA,NA,"Zhu Chenjie",2022
"FIFA World Cup Qualification — AFC","2022-03-29","FIFA World Cup Qualification — AFC (Third round)","Saudi Arabia","4-2-3-1",1,NA,"Salem Al-Dawsari (P) · 65&rsquor;","0","0","Australia","4-2-2-2",0,NA,"","0","0","https://fbref.com/en/matches/7a9f89cc/Saudi-Arabia-Australia-March-29-2022-WCQ----AFC-M","Saudi Arabia","Home",65,FALSE,2,"Penalty","Salem Al-Dawsari Penalty Kick","1:0",NA,NA,NA,"Salem Al-Dawsari",2022
"FIFA World Cup","2022-11-20","FIFA World Cup (Group stage)","Qatar","5-3-2",0,0.3,"","4","0","Ecuador","4-4-2",2,1.2,"Enner Valencia (P) · 16&rsquor; Enner Valencia · 31&rsquor;","2","0","https://fbref.com/en/matches/1b2886ce/Qatar-Ecuador-November-20-2022-World-Cup","Ecuador","Away",16,FALSE,1,"Penalty","Enner Valencia Penalty Kick","0:1",NA,NA,NA,"Enner Valencia",2022
"FIFA World Cup","2022-11-21","FIFA World Cup (Group stage)","England","4-2-3-1",6,2.1,"Jude Bellingham · 35&rsquor; Bukayo Saka · 43&rsquor; Raheem Sterling · 45+1&rsquor; Bukayo Saka · 62&rsquor; Marcus Rashford · 71&rsquor; Jack Grealish · 90&rsquor;","0","0","IR Iran","5-4-1",2,1.4,"Mehdi Taremi · 65&rsquor; Mehdi Taremi (P) · 90+13&rsquor;","2","0","https://fbref.com/en/matches/d8a472c1/England-IR-Iran-November-21-2022-World-Cup","IR Iran","Away",103,FALSE,2,"Penalty","Mehdi Taremi Penalty Kick","6:2",NA,NA,NA,"Mehdi Taremi",2022
"FIFA World Cup","2022-11-23","FIFA World Cup (Group stage)","Germany","4-2-3-1",1,3.1,"Ilkay Gündogan (P) · 33&rsquor;","0","0","Japan","4-2-3-1",2,1.5,"Ritsu Doan · 75&rsquor; Takuma Asano · 83&rsquor;","0","0","https://fbref.com/en/matches/a3556b5a/Germany-Japan-November-23-2022-World-Cup","Germany","Home",33,FALSE,1,"Penalty","Ilkay Gundogan Penalty Kick -","1:0",NA,NA,NA,"Ilkay Gundogan",2022
